onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.017	14.905	7.017	5	12.027	9.905	1	9.905	336	50
24.545	10.929	24.545	4	28.552	6.929	1	6.929	350	51
42.072	8.25	42.072	4	46.08	4.25	1	4.25	42	65
59.599	8.747	59.599	3	62.605	5.747	1	5.747	294	40
76.632	11.332	76.632	4	80.64	7.332	1	7.332	168	50
93.666	9.925	93.666	4	97.673	5.925	1	5.925	70	60
110.218	13.772	110.218	4	114.225	9.772	1	9.772	182	40
126.77	11.536	126.77	3	129.776	8.536	1	8.536	280	30
144.297	13	144.297	3	147.303	10	0	9.89	252	30
160.849	11.856	160.849	4	164.857	7.856	1	7.856	84	60
178.377	8.84	178.377	5	183.387	3.84	1	3.84	140	58
194.929	10.305	194.929	4	198.937	6.305	1	6.305	238	36
211.962	11.594	211.962	3	214.968	8.594	1	8.594	154	42
228.514	15	228.514	5	233.524	10	0	9.709	224	35
246.042	14.734	246.042	5	251.051	9.734	1	9.734	196	45
262.594	15	262.594	5	267.604	10	0	9.207	56	60
280.121	8.486	280.121	4	284.129	4.486	1	4.486	98	57
297.154	13.799	297.154	5	302.164	8.799	1	8.799	322	25
314.187	7.706	314.187	3	317.193	4.706	1	4.706	126	60
331.221	5.148	331.221	3	334.226	2.148	1	2.148	28	70
348.748	7.42	348.748	3	351.754	4.42	1	4.42	112	65
365.3	15	365.3	5	370.31	10	0	9.797	266	22
382.333	12.241	382.333	5	387.343	7.241	1	7.241	308	25
398.885	12.092	398.885	5	403.895	7.092	1	7.092	364	20
415.918	4.677	415.918	3	418.924	1.677	1	1.677	14	73
432.471	9.567	432.471	3	435.476	6.567	1	6.567	210	45
