onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.048	7.874	6.048	4	10.048	3.874	1	3.874	280	62
23.583	8.27	23.583	3	26.583	5.27	1	5.27	154	68
40.618	14	40.618	4	44.618	10	0	9.362	322	58
57.653	11.996	57.653	4	61.653	7.996	1	7.996	336	57
74.204	8.853	74.204	3	77.205	5.853	1	5.853	294	61
90.756	11.615	90.756	5	95.756	6.615	1	6.615	308	59
108.291	9.576	108.291	4	112.291	5.576	1	5.576	70	73
125.326	8.289	125.326	5	130.326	3.289	1	3.289	196	68
141.877	6.481	141.877	4	145.878	2.481	1	2.481	14	75
158.896	14.973	158.896	5	163.896	9.973	1	9.973	266	61
176.414	10.839	176.414	4	180.414	6.839	1	6.839	126	69
192.965	11.426	192.965	5	197.966	6.426	1	6.426	224	63
210	11.265	210	4	214.001	7.265	1	7.265	364	55
227.535	8.216	227.535	5	232.536	3.216	1	3.216	168	67
244.57	6.235	244.57	3	247.571	3.235	1	3.235	140	68
262.105	8.959	262.105	3	265.106	5.959	1	5.959	84	72
279.14	9.244	279.14	3	282.14	6.244	1	6.244	112	70
296.675	14.759	296.675	5	301.676	9.759	1	9.759	182	67
314.193	10.88	314.193	3	317.194	7.88	1	7.88	252	64
330.745	10.69	330.745	5	335.746	5.69	1	5.69	98	72
347.78	5.372	347.78	3	350.78	2.372	1	2.372	28	75
364.332	9.124	364.332	5	369.332	4.124	1	4.124	238	63
381.867	13.178	381.867	4	385.867	9.178	1	9.178	350	56
399.402	10.547	399.402	5	404.402	5.547	1	5.547	210	65
415.953	6.51	415.953	3	418.953	3.51	1	3.51	42	74
432.505	4.403	432.505	3	435.505	1.403	1	1.403	56	73
